,RID,smiles,fragment_fp,fragment_fp2
10,R596,*CCCCCC(=O)S*,00000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000010010000000000000000000000000000001000000001000000000000000001000000000000000100000000001000000001000000000001000000000010000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000001000000000001000000000000000000000000000100000000000000100000101000000000000000000000100000000000000000000000000000000000000000000000000000011000000000000000100000000000001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000010010000000100000000000010011000000000000000000000001000000000000000001000000000001000000000000000000001000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000001000000000000000000000000000000000000000000001101000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000100000000000000000100000000000000000000001000100000000000000010000000000000000000000000000000000010001000000000000000000000000000000000100001000000000000001000000000000000000000000000000000000000000010000000000100000100000000000000000000000000000000000000000000010000000000000,"[2, 10, 0]"
11,R626,*SC(=O)CCCCC(=O)S*,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000010010000000000000000000000000000001000000001000000000000000001000000000000000100000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000001000000000001000000000000000000000000000100000000000000000000101000000000000000000000100000000000000000000000000000000000000000000000000000011000000000000000100000000000001000000000000001001000000000000000000000000000000000000000000000000000001000000000000000000000000000000010010000000100000000000000011000000000000000000100001000000000000000001000000000001000000000000000000001000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000100000000000000000000000000000000101000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000100000000000000000100000000000000000000101000100000000000000010000000000000000000000000000000000010000000000000000000000000000000000000100001000000000000001000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000,"[2, 12, 0]"
12,R628,*SC(=O)CCCCCCCCC(=O)S*,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000010010000000000000000000000000000001000000011000000000000000001000000000000000100000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000001001000000001000000000001000000000000000000000000000100000010000000000000101000000000000000000000100000000000000000000000000000000000000000000000000000011000000000000000100000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000100000000000000011000000000000000000000001000000000000000001000000000001000000000000000000001000000000000010000000000100000000000000000000000000000000010000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000010000000000000000000000000000000000000010000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000010000101000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000100000000000000000100000000000000000000001000100000000000000010000000000000000000000000000000000011000000000000000000000000000000000000100001100000000000001000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000,"[2, 16, 0]"
13,R630,*C(=O)SN1CCN(*)CC1,00000000010001000001000000000100001000000000000000000000000000010000000000001000000001000000000100000010000001001000001000000000000000000000000000000000000000000110001000001000000000000100010000000100000000000000010000000000001010000000000000000000000000000000000000000000001000000000000000010000000000001000000000000000101000010000000001000000000000000000000000000000000000000100000000000000000000000000000100001000010010000000000000000000100000000010000000000000000000000000000001000000000000000000010000000001000000000000000000000001000000001000000000000000000000100001000000000000000000000000000100000000001000001000000000000000000000000000000100000000010000001000000000000110000000000000100000000001001000101000000000000000000001000000000000000000000000110001100000000000000000000000000000000000101000010000000000000000000000000000000000000001000000000000100000000001000000000000000000000000000000000000000000000100000000000000010100000000000100000000000000001000000000001100011000000000000000000000000000000010000000000000010000000000001110000000000000000000000001000001000010000000000010000000000101000010000000001001001001000000000000110000000000000000000010100000001100000100001010000000000000000000000000000000000000000000010000000000000000000001100000000000000000000010000000000000000000000001001110000000000000000000000000000000000000010000000000000000001001000000000000000010000000000000000000001001000100010000000000010000000100000000000000000010000000000100000100100000000000000000000000000000000100010000000000000000000000000000000000100000000000000001000100000001000000000000000000010001000000000000000010000010000000000000000000100011010000000001000000000010010000000000000001001000000000000000000000000000000000000010001000000000000000000000000000000000100000100001010100000000000000000100010000000000010011000000000000000000000000000000000000000000000000001000000000010000000000010100000100000010000000000000000000000000000000100000000000000010000000000010000000100100100000000000000001000010100000000010000010000000000000000011,"[2, 11, 1]"
14,R643,*CCC(C)CCC(=O)S*,00000100000001000000000000000000000000000000000000000000000000100100010000000000000000000000000000001000000000000010010000000000000000000000000000001000000111000000000000000101000000000000000100000000001000010001000000000001000001000010000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001100000000001001000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000001000000000011000000000000000000000000001100000000000000100000101000000000000000000000100000000000000000000000000000000000000000000000000000011000000000000000100000000000001000000000000000001000000000000000000000000000000101000000000000000000000000000000000000000000000000000010010000000100000000000010011000000000000000000000001000000000000000001000000000001000000000000000000001000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000100000000010000000000000100000000000010000000000000100000000010000000000000001000000000000000000000000000000000000000000010000000000000000110000000010000000000000000000000000000000000000000000000000000001000000000000001001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000001000000000010000000000000000000000000000000001101000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001010000000000110000000000010000000000100000000000000000100000000000000000000001000100000000010000010000000000000000000000000000000000010001000000000000010000000000000000000100001000000000000001000000000000000000000000000000000000000000010000000000100000100000000000000000000000000000000000000000000010000000000000,"[2, 11, 0]"
15,R790,*C(=O)SC(*)=O,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000010010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000010000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000100000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000,"[2, 7, 0]"
16,R804,*C(=O)SN1CC(C)N(*)CC1C,01000000010001000001100000011100001010000011000000000000000000010000000000001100001001001000101100000110000101001000001101000000100000000100000000000000000000100110001000011000000010100100010000000100001100000000010010000000011110000000000100000001001101000000000000000000001000000000000001010000000000111000000000010001111000011100000001000000000000000000000000000000100000000100000000110000000000000000000100001000010010000000000000100000100000000010000000000000000000100010100101000000001000000000011000000001111000000000000001000001000010001000000000000000000000100001000001000100100000010000000100000000001000001010000000001000000100000010100100000000010000001010000000000110000100000000100000000001001001101010100000000000000001000000000000000000001000110001100000000000000001000001001000001000101000011000000000000000000000000000000000000001000000000000100000000001000010000001000000000000001000000000000000000100010001000000010100000000000100000100001000001100000000001100011001000000000000000000000000000010000011000000010001000001001110000000001000000000000001010001000010000000001010000000000101000010000010101011001011000000000000111000000010000000000010100000001100000100001010001010000000000010000000000100000000100000111100000000000000000001100110000001000000100010000000000000000000011101101110000000000000000000011010000000000000010000000000000000001001000000000000000010000100000000000000001001000100010000010100010000100100000001000000000010000001000100100110100000100010100000000000000000000110010000100000100000000000010000000001100000000000000011000101000111000001000011000000011001000000000000000010000010000000000000000000100111010100001011000010000011010010000000000001001000001000001001000000000010000000001010001000000100000000000000000110100000100010100001010100000000000000000100110001000001010111000000000100010100010000000000100000000000000000001000000000010011000000010100000100000010000100000100100000000100000100100000000000000010100100000010000000100100100000000000000001000010110000101010000010000010000000000011,"[2, 13, 1]"
17,R1112,*CC(*)C(=O)S*,00000000000001000000000000000000000000000000000000000000000000000100001000000000000000000000000000001000000000100000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000000001000000000000000000000000000000000000100000000000000000000101010000000000000000000000000000000000000000100000000000000000000000000000000011000000000000000100000000000001000000000000000001100000000000000000000100000010000000000000000000000000000000000000001000000000000000010010010000100000000000000001000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000100000110000100000010000010000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000001000000000000000000000000000000000010000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000100000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010010000000000000000000000000010000000000000000000000000000000000010000000000100100000000000000000000100000000000000000110000000000000000000001000000000000100000010000010000000000000001000000000000000000000000000000000000000000000001000100001000000000000000000000000000000000000000000000000000000000000001000000100000100000000000000000000000000000000000000000011010000100000000,"[3, 8, 0]"
18,R1443,*SC(=O)S*,00000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000,"[2, 6, 0]"
19,R1744,*CCCCC(=O)S*,00000000000001000000000000000000000000000000000000000000000001000100000000000000000000000000000000001000000000000010010000000000000000000000000000001000000001000000000000000001000000000000000100000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000001001000000000000000000000000000000000000000000000000100000000000000000000101000000000000000000000000000000000000000000000000000000000100000000000000000011000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000100000000000010001000000000000000000000001000010000000000001000000000001000000000000000000001000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000010000000000000000010000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000001101000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000100000000000000000000001000100000000000000010000000000000000000000000000000000000001000000000000000000000000000000000100001000000000000001000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000010000000000000,"[2, 9, 0]"
20,R1766,*SC(=O)C(=O)S*,00000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100000000100000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000001000000000000100000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000100000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010010000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000100000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100001100000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000,"[2, 8, 0]"
21,R1767,*SC(=O)CCC(=O)S*,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000010010000000000000000000000000000000000000001000000000000000001000000000000000100000000000000001001000110000001000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000100000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000100001000000000001000000000000000000000000000000000000000000000000000001000000000000000000001000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000100010000000000000100000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000100000000000000000000000000100000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000100000000001000000100000000010000000000001000000000000000000010000000000000000000000000000000000000000001000000000000000000000010000000100001000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000,"[2, 10, 0]"
